#    L    TT             EE             TE             PP             TP          
   322   0.321795E+04   0.127253E+02   0.113803E+03   0.161188E+07   0.836730E+03
   323   0.318618E+04   0.129075E+02   0.113326E+03   0.160577E+07   0.828793E+03
   324   0.315456E+04   0.130893E+02   0.112814E+03   0.159968E+07   0.820917E+03
   325   0.312310E+04   0.132708E+02   0.112264E+03   0.159364E+07   0.813102E+03
   326   0.309180E+04   0.134518E+02   0.111679E+03   0.158762E+07   0.805348E+03
   327   0.306068E+04   0.136323E+02   0.111057E+03   0.158164E+07   0.797655E+03
   328   0.302975E+04   0.138122E+02   0.110400E+03   0.157569E+07   0.790025E+03
   329   0.299902E+04   0.139914E+02   0.109708E+03   0.156978E+07   0.782455E+03
   330   0.296849E+04   0.141698E+02   0.108979E+03   0.156389E+07   0.774948E+03
   331   0.293816E+04   0.143474E+02   0.108216E+03   0.155804E+07   0.767502E+03
   332   0.290806E+04   0.145242E+02   0.107417E+03   0.155222E+07   0.760119E+03
   333   0.287818E+04   0.147000E+02   0.106585E+03   0.154643E+07   0.752798E+03
   334   0.284854E+04   0.148748E+02   0.105718E+03   0.154067E+07   0.745539E+03
   335   0.281914E+04   0.150485E+02   0.104818E+03   0.153494E+07   0.738343E+03
   336   0.279000E+04   0.152210E+02   0.103883E+03   0.152925E+07   0.731210E+03
   337   0.276111E+04   0.153923E+02   0.102917E+03   0.152358E+07   0.724140E+03
   338   0.273249E+04   0.155624E+02   0.101917E+03   0.151794E+07   0.717133E+03
   339   0.270414E+04   0.157310E+02   0.100886E+03   0.151233E+07   0.710189E+03
   340   0.267608E+04   0.158984E+02   0.998226E+02   0.150675E+07   0.703308E+03
   341   0.264831E+04   0.160641E+02   0.987281E+02   0.150120E+07   0.696491E+03
   342   0.262082E+04   0.162283E+02   0.976020E+02   0.149568E+07   0.689738E+03
   343   0.259364E+04   0.163908E+02   0.964457E+02   0.149019E+07   0.683049E+03
   344   0.256675E+04   0.165516E+02   0.952586E+02   0.148473E+07   0.676424E+03
   345   0.254017E+04   0.167105E+02   0.940413E+02   0.147929E+07   0.669863E+03
   346   0.251391E+04   0.168676E+02   0.927939E+02   0.147388E+07   0.663366E+03
   347   0.248795E+04   0.170227E+02   0.915170E+02   0.146850E+07   0.656934E+03
   348   0.246232E+04   0.171756E+02   0.902107E+02   0.146315E+07   0.650567E+03
   349   0.243702E+04   0.173266E+02   0.888772E+02   0.145782E+07   0.644265E+03
   350   0.241205E+04   0.174754E+02   0.875157E+02   0.145252E+07   0.638027E+03
   351   0.238744E+04   0.176221E+02   0.861277E+02   0.144724E+07   0.631855E+03
   352   0.236317E+04   0.177665E+02   0.847139E+02   0.144199E+07   0.625746E+03
   353   0.233926E+04   0.179087E+02   0.832744E+02   0.143677E+07   0.619699E+03
   354   0.231572E+04   0.180485E+02   0.818112E+02   0.143157E+07   0.613711E+03
   355   0.229255E+04   0.181860E+02   0.803237E+02   0.142640E+07   0.607783E+03
   356   0.226976E+04   0.183210E+02   0.788125E+02   0.142126E+07   0.601911E+03
   357   0.224734E+04   0.184535E+02   0.772784E+02   0.141614E+07   0.596094E+03
   358   0.222530E+04   0.185834E+02   0.757220E+02   0.141104E+07   0.590331E+03
   359   0.220366E+04   0.187106E+02   0.741435E+02   0.140597E+07   0.584620E+03
   360   0.218239E+04   0.188350E+02   0.725441E+02   0.140093E+07   0.578958E+03
   361   0.216152E+04   0.189567E+02   0.709228E+02   0.139591E+07   0.573345E+03
   362   0.214104E+04   0.190755E+02   0.692816E+02   0.139091E+07   0.567779E+03
   363   0.212097E+04   0.191913E+02   0.676208E+02   0.138594E+07   0.562257E+03
   364   0.210129E+04   0.193042E+02   0.659413E+02   0.138099E+07   0.556779E+03
   365   0.208203E+04   0.194141E+02   0.642437E+02   0.137607E+07   0.551343E+03
   366   0.206317E+04   0.195209E+02   0.625289E+02   0.137117E+07   0.545946E+03
   367   0.204473E+04   0.196245E+02   0.607974E+02   0.136629E+07   0.540588E+03
   368   0.202670E+04   0.197250E+02   0.590503E+02   0.136144E+07   0.535267E+03
   369   0.200909E+04   0.198223E+02   0.572881E+02   0.135662E+07   0.529980E+03
   370   0.199190E+04   0.199163E+02   0.555116E+02   0.135181E+07   0.524727E+03
   371   0.197513E+04   0.200071E+02   0.537215E+02   0.134703E+07   0.519505E+03
   372   0.195879E+04   0.200945E+02   0.519185E+02   0.134227E+07   0.514313E+03
   373   0.194288E+04   0.201785E+02   0.501035E+02   0.133753E+07   0.509150E+03
   374   0.192739E+04   0.202592E+02   0.482772E+02   0.133282E+07   0.504013E+03
   375   0.191232E+04   0.203364E+02   0.464402E+02   0.132813E+07   0.498900E+03
   376   0.189768E+04   0.204100E+02   0.445933E+02   0.132346E+07   0.493811E+03
   377   0.188348E+04   0.204802E+02   0.427372E+02   0.131882E+07   0.488744E+03
   378   0.186970E+04   0.205467E+02   0.408726E+02   0.131420E+07   0.483696E+03
   379   0.185636E+04   0.206096E+02   0.390002E+02   0.130959E+07   0.478666E+03
   380   0.184345E+04   0.206688E+02   0.371209E+02   0.130501E+07   0.473653E+03
   381   0.183098E+04   0.207243E+02   0.352352E+02   0.130046E+07   0.468655E+03
   382   0.181893E+04   0.207759E+02   0.333440E+02   0.129592E+07   0.463670E+03
   383   0.180733E+04   0.208239E+02   0.314480E+02   0.129141E+07   0.458696E+03
   384   0.179616E+04   0.208680E+02   0.295480E+02   0.128691E+07   0.453732E+03
   385   0.178541E+04   0.209083E+02   0.276449E+02   0.128244E+07   0.448776E+03
   386   0.177510E+04   0.209449E+02   0.257395E+02   0.127799E+07   0.443826E+03
   387   0.176523E+04   0.209777E+02   0.238326E+02   0.127356E+07   0.438881E+03
   388   0.175578E+04   0.210067E+02   0.219250E+02   0.126915E+07   0.433939E+03
   389   0.174675E+04   0.210319E+02   0.200175E+02   0.126476E+07   0.428998E+03
   390   0.173816E+04   0.210533E+02   0.181109E+02   0.126039E+07   0.424057E+03
   391   0.173000E+04   0.210709E+02   0.162060E+02   0.125604E+07   0.419114E+03
   392   0.172225E+04   0.210846E+02   0.143036E+02   0.125171E+07   0.414167E+03
   393   0.171492E+04   0.210945E+02   0.124044E+02   0.124740E+07   0.409215E+03
   394   0.170802E+04   0.211005E+02   0.105091E+02   0.124311E+07   0.404256E+03
   395   0.170152E+04   0.211026E+02   0.861857E+01   0.123884E+07   0.399288E+03
   396   0.169544E+04   0.211008E+02   0.673353E+01   0.123459E+07   0.394309E+03
   397   0.168977E+04   0.210951E+02   0.485476E+01   0.123036E+07   0.389318E+03
   398   0.168451E+04   0.210855E+02   0.298298E+01   0.122614E+07   0.384314E+03
   399   0.167966E+04   0.210720E+02   0.111894E+01   0.122195E+07   0.379294E+03
   400   0.167521E+04   0.210546E+02  -0.736615E+00   0.121777E+07   0.374257E+03
   401   0.167117E+04   0.210334E+02  -0.258294E+01   0.121362E+07   0.369202E+03
   402   0.166753E+04   0.210082E+02  -0.441929E+01   0.120948E+07   0.364130E+03
   403   0.166429E+04   0.209792E+02  -0.624491E+01   0.120536E+07   0.359043E+03
   404   0.166145E+04   0.209464E+02  -0.805904E+01   0.120126E+07   0.353943E+03
   405   0.165899E+04   0.209096E+02  -0.986093E+01   0.119718E+07   0.348832E+03
   406   0.165692E+04   0.208691E+02  -0.116499E+02   0.119311E+07   0.343712E+03
   407   0.165523E+04   0.208249E+02  -0.134251E+02   0.118907E+07   0.338584E+03
   408   0.165393E+04   0.207767E+02  -0.151858E+02   0.118504E+07   0.333452E+03
   409   0.165298E+04   0.207248E+02  -0.169313E+02   0.118103E+07   0.328316E+03
   410   0.165242E+04   0.206692E+02  -0.186607E+02   0.117704E+07   0.323179E+03
   411   0.165220E+04   0.206099E+02  -0.203737E+02   0.117306E+07   0.318043E+03
   412   0.165235E+04   0.205469E+02  -0.220693E+02   0.116911E+07   0.312910E+03
   413   0.165286E+04   0.204802E+02  -0.237471E+02   0.116517E+07   0.307781E+03
   414   0.165372E+04   0.204099E+02  -0.254064E+02   0.116125E+07   0.302659E+03
   415   0.165491E+04   0.203360E+02  -0.270465E+02   0.115734E+07   0.297545E+03
   416   0.165645E+04   0.202586E+02  -0.286670E+02   0.115346E+07   0.292442E+03
   417   0.165832E+04   0.201777E+02  -0.302670E+02   0.114959E+07   0.287351E+03
   418   0.166053E+04   0.200933E+02  -0.318460E+02   0.114574E+07   0.282274E+03
   419   0.166306E+04   0.200054E+02  -0.334033E+02   0.114190E+07   0.277214E+03
   420   0.166592E+04   0.199141E+02  -0.349383E+02   0.113808E+07   0.272172E+03
   421   0.166910E+04   0.198195E+02  -0.364504E+02   0.113428E+07   0.267151E+03
   422   0.167258E+04   0.197214E+02  -0.379389E+02   0.113050E+07   0.262151E+03
   423   0.167637E+04   0.196200E+02  -0.394031E+02   0.112673E+07   0.257176E+03
   424   0.168047E+04   0.195153E+02  -0.408426E+02   0.112298E+07   0.252227E+03
   425   0.168486E+04   0.194073E+02  -0.422566E+02   0.111925E+07   0.247306E+03
   426   0.168955E+04   0.192962E+02  -0.436450E+02   0.111553E+07   0.242415E+03
   427   0.169450E+04   0.191820E+02  -0.450073E+02   0.111183E+07   0.237556E+03
   428   0.169974E+04   0.190649E+02  -0.463430E+02   0.110815E+07   0.232731E+03
   429   0.170524E+04   0.189447E+02  -0.476518E+02   0.110448E+07   0.227942E+03
   430   0.171100E+04   0.188217E+02  -0.489331E+02   0.110083E+07   0.223190E+03
   431   0.171702E+04   0.186960E+02  -0.501866E+02   0.109720E+07   0.218479E+03
   432   0.172328E+04   0.185676E+02  -0.514119E+02   0.109358E+07   0.213809E+03
   433   0.172978E+04   0.184364E+02  -0.526085E+02   0.108997E+07   0.209183E+03
   434   0.173652E+04   0.183028E+02  -0.537760E+02   0.108639E+07   0.204602E+03
   435   0.174350E+04   0.181665E+02  -0.549138E+02   0.108282E+07   0.200069E+03
   436   0.175070E+04   0.180278E+02  -0.560218E+02   0.107926E+07   0.195586E+03
   437   0.175813E+04   0.178866E+02  -0.570993E+02   0.107572E+07   0.191154E+03
   438   0.176577E+04   0.177430E+02  -0.581459E+02   0.107220E+07   0.186776E+03
   439   0.177362E+04   0.175972E+02  -0.591614E+02   0.106869E+07   0.182453E+03
   440   0.178168E+04   0.174491E+02  -0.601454E+02   0.106520E+07   0.178187E+03
   441   0.178993E+04   0.172989E+02  -0.610975E+02   0.106172E+07   0.173981E+03
   442   0.179836E+04   0.171466E+02  -0.620177E+02   0.105826E+07   0.169836E+03
   443   0.180697E+04   0.169923E+02  -0.629053E+02   0.105481E+07   0.165755E+03
   444   0.181574E+04   0.168362E+02  -0.637602E+02   0.105138E+07   0.161738E+03
   445   0.182467E+04   0.166781E+02  -0.645821E+02   0.104796E+07   0.157789E+03
   446   0.183375E+04   0.165184E+02  -0.653707E+02   0.104456E+07   0.153909E+03
   447   0.184297E+04   0.163570E+02  -0.661261E+02   0.104117E+07   0.150100E+03
   448   0.185234E+04   0.161941E+02  -0.668481E+02   0.103780E+07   0.146364E+03
   449   0.186185E+04   0.160298E+02  -0.675365E+02   0.103445E+07   0.142703E+03
   450   0.187148E+04   0.158640E+02  -0.681913E+02   0.103110E+07   0.139118E+03
   451   0.188125E+04   0.156969E+02  -0.688123E+02   0.102778E+07   0.135613E+03
   452   0.189115E+04   0.155286E+02  -0.693994E+02   0.102446E+07   0.132185E+03
   453   0.190115E+04   0.153593E+02  -0.699523E+02   0.102116E+07   0.128834E+03
   454   0.191126E+04   0.151889E+02  -0.704708E+02   0.101788E+07   0.125559E+03
   455   0.192146E+04   0.150175E+02  -0.709548E+02   0.101461E+07   0.122359E+03
   456   0.193175E+04   0.148453E+02  -0.714039E+02   0.101135E+07   0.119233E+03
   457   0.194211E+04   0.146723E+02  -0.718182E+02   0.100811E+07   0.116181E+03
   458   0.195254E+04   0.144986E+02  -0.721972E+02   0.100488E+07   0.113201E+03
   459   0.196302E+04   0.143243E+02  -0.725410E+02   0.100167E+07   0.110291E+03
   460   0.197357E+04   0.141495E+02  -0.728497E+02   0.998470E+06   0.107453E+03
   461   0.198415E+04   0.139742E+02  -0.731225E+02   0.995284E+06   0.104683E+03
   462   0.199478E+04   0.137987E+02  -0.733616E+02   0.992112E+06   0.101982E+03
   463   0.200545E+04   0.136231E+02  -0.735656E+02   0.988953E+06   0.993482E+02
   464   0.201616E+04   0.134473E+02  -0.737351E+02   0.985809E+06   0.967809E+02
   465   0.202690E+04   0.132716E+02  -0.738702E+02   0.982678E+06   0.942791E+02
   466   0.203767E+04   0.130961E+02  -0.739716E+02   0.979561E+06   0.918419E+02
   467   0.204846E+04   0.129208E+02  -0.740385E+02   0.976457E+06   0.894683E+02
   468   0.205926E+04   0.127459E+02  -0.740716E+02   0.973366E+06   0.871573E+02
   469   0.207007E+04   0.125713E+02  -0.740710E+02   0.970289E+06   0.849080E+02
   470   0.208086E+04   0.123973E+02  -0.740366E+02   0.967225E+06   0.827194E+02
   471   0.209164E+04   0.122239E+02  -0.739678E+02   0.964175E+06   0.805905E+02
   472   0.210240E+04   0.120512E+02  -0.738658E+02   0.961137E+06   0.785205E+02
   473   0.211311E+04   0.118793E+02  -0.737293E+02   0.958113E+06   0.765084E+02
   474   0.212380E+04   0.117083E+02  -0.735605E+02   0.955101E+06   0.745531E+02
   475   0.213443E+04   0.115383E+02  -0.733578E+02   0.952103E+06   0.726538E+02
   476   0.214503E+04   0.113695E+02  -0.731221E+02   0.949117E+06   0.708095E+02
   477   0.215557E+04   0.112018E+02  -0.728539E+02   0.946144E+06   0.690193E+02
   478   0.216606E+04   0.110354E+02  -0.725534E+02   0.943184E+06   0.672821E+02
   479   0.217649E+04   0.108705E+02  -0.722216E+02   0.940237E+06   0.655970E+02
   480   0.218686E+04   0.107071E+02  -0.718577E+02   0.937302E+06   0.639631E+02
   481   0.219717E+04   0.105452E+02  -0.714627E+02   0.934380E+06   0.623794E+02
   482   0.220739E+04   0.103851E+02  -0.710367E+02   0.931470E+06   0.608450E+02
   483   0.221753E+04   0.102268E+02  -0.705801E+02   0.928572E+06   0.593589E+02
   484   0.222758E+04   0.100704E+02  -0.700932E+02   0.925687E+06   0.579201E+02
   485   0.223753E+04   0.991593E+01  -0.695765E+02   0.922814E+06   0.565277E+02
   486   0.224737E+04   0.976357E+01  -0.690302E+02   0.919954E+06   0.551808E+02
   487   0.225710E+04   0.961335E+01  -0.684547E+02   0.917105E+06   0.538783E+02
   488   0.226670E+04   0.946548E+01  -0.678504E+02   0.914269E+06   0.526194E+02
   489   0.227619E+04   0.931989E+01  -0.672180E+02   0.911444E+06   0.514030E+02
   490   0.228555E+04   0.917679E+01  -0.665577E+02   0.908631E+06   0.502282E+02
   491   0.229479E+04   0.903626E+01  -0.658703E+02   0.905831E+06   0.490941E+02
   492   0.230389E+04   0.889829E+01  -0.651560E+02   0.903041E+06   0.479997E+02
   493   0.231287E+04   0.876303E+01  -0.644156E+02   0.900264E+06   0.469441E+02
   494   0.232171E+04   0.863062E+01  -0.636492E+02   0.897498E+06   0.459262E+02
   495   0.233041E+04   0.850113E+01  -0.628577E+02   0.894744E+06   0.449452E+02
   496   0.233897E+04   0.837457E+01  -0.620413E+02   0.892002E+06   0.440000E+02
   497   0.234737E+04   0.825107E+01  -0.612008E+02   0.889270E+06   0.430898E+02
   498   0.235561E+04   0.813071E+01  -0.603366E+02   0.886550E+06   0.422135E+02
   499   0.236369E+04   0.801356E+01  -0.594492E+02   0.883842E+06   0.413703E+02
   500   0.237160E+04   0.789976E+01  -0.585391E+02   0.881144E+06   0.405591E+02
   501   0.237933E+04   0.778930E+01  -0.576070E+02   0.878458E+06   0.397791E+02
   502   0.238688E+04   0.768235E+01  -0.566535E+02   0.875783E+06   0.390300E+02
   503   0.239424E+04   0.757889E+01  -0.556790E+02   0.873119E+06   0.383113E+02
   504   0.240142E+04   0.747915E+01  -0.546845E+02   0.870466E+06   0.376228E+02
   505   0.240843E+04   0.738306E+01  -0.536706E+02   0.867824E+06   0.369643E+02
   506   0.241524E+04   0.729075E+01  -0.526377E+02   0.865193E+06   0.363353E+02
   507   0.242186E+04   0.720233E+01  -0.515867E+02   0.862573E+06   0.357357E+02
   508   0.242829E+04   0.711786E+01  -0.505181E+02   0.859963E+06   0.351650E+02
   509   0.243452E+04   0.703740E+01  -0.494327E+02   0.857365E+06   0.346231E+02
   510   0.244056E+04   0.696102E+01  -0.483312E+02   0.854777E+06   0.341096E+02
   511   0.244640E+04   0.688878E+01  -0.472141E+02   0.852200E+06   0.336242E+02
   512   0.245205E+04   0.682074E+01  -0.460821E+02   0.849634E+06   0.331666E+02
   513   0.245748E+04   0.675697E+01  -0.449360E+02   0.847078E+06   0.327366E+02
   514   0.246271E+04   0.669752E+01  -0.437764E+02   0.844533E+06   0.323337E+02
   515   0.246773E+04   0.664246E+01  -0.426038E+02   0.841998E+06   0.319578E+02
   516   0.247254E+04   0.659184E+01  -0.414192E+02   0.839474E+06   0.316085E+02
   517   0.247714E+04   0.654572E+01  -0.402231E+02   0.836960E+06   0.312855E+02
   518   0.248152E+04   0.650415E+01  -0.390163E+02   0.834457E+06   0.309885E+02
   519   0.248568E+04   0.646718E+01  -0.377995E+02   0.831964E+06   0.307172E+02
   520   0.248961E+04   0.643487E+01  -0.365733E+02   0.829481E+06   0.304714E+02
   521   0.249332E+04   0.640726E+01  -0.353385E+02   0.827009E+06   0.302507E+02
   522   0.249680E+04   0.638442E+01  -0.340958E+02   0.824547E+06   0.300548E+02
   523   0.250004E+04   0.636637E+01  -0.328459E+02   0.822095E+06   0.298835E+02
   524   0.250306E+04   0.635315E+01  -0.315896E+02   0.819653E+06   0.297364E+02
   525   0.250584E+04   0.634479E+01  -0.303275E+02   0.817221E+06   0.296132E+02
   526   0.250840E+04   0.634133E+01  -0.290603E+02   0.814800E+06   0.295136E+02
   527   0.251073E+04   0.634280E+01  -0.277887E+02   0.812388E+06   0.294374E+02
   528   0.251283E+04   0.634923E+01  -0.265136E+02   0.809986E+06   0.293842E+02
   529   0.251470E+04   0.636066E+01  -0.252355E+02   0.807595E+06   0.293537E+02
   530   0.251634E+04   0.637709E+01  -0.239553E+02   0.805213E+06   0.293457E+02
   531   0.251775E+04   0.639857E+01  -0.226737E+02   0.802841E+06   0.293598E+02
   532   0.251894E+04   0.642511E+01  -0.213916E+02   0.800478E+06   0.293958E+02
   533   0.251990E+04   0.645672E+01  -0.201096E+02   0.798126E+06   0.294532E+02
   534   0.252062E+04   0.649343E+01  -0.188286E+02   0.795783E+06   0.295320E+02
   535   0.252112E+04   0.653526E+01  -0.175493E+02   0.793450E+06   0.296316E+02
   536   0.252139E+04   0.658223E+01  -0.162725E+02   0.791127E+06   0.297519E+02
   537   0.252143E+04   0.663434E+01  -0.149990E+02   0.788813E+06   0.298926E+02
   538   0.252124E+04   0.669160E+01  -0.137294E+02   0.786508E+06   0.300533E+02
   539   0.252083E+04   0.675401E+01  -0.124645E+02   0.784213E+06   0.302337E+02
   540   0.252018E+04   0.682157E+01  -0.112050E+02   0.781928E+06   0.304336E+02
   541   0.251931E+04   0.689429E+01  -0.995159E+01   0.779652E+06   0.306526E+02
   542   0.251823E+04   0.697218E+01  -0.870508E+01   0.777385E+06   0.308905E+02
   543   0.251692E+04   0.705523E+01  -0.746612E+01   0.775127E+06   0.311469E+02
   544   0.251539E+04   0.714343E+01  -0.623542E+01   0.772879E+06   0.314216E+02
   545   0.251364E+04   0.723676E+01  -0.501362E+01   0.770640E+06   0.317143E+02
   546   0.251168E+04   0.733523E+01  -0.380141E+01   0.768411E+06   0.320245E+02
   547   0.250950E+04   0.743880E+01  -0.259944E+01   0.766190E+06   0.323522E+02
   548   0.250710E+04   0.754740E+01  -0.140837E+01   0.763978E+06   0.326969E+02
   549   0.250450E+04   0.766117E+01  -0.228895E+00   0.761776E+06   0.330583E+02
   550   0.250167E+04   0.777990E+01   0.938340E+00   0.759582E+06   0.334363E+02
