#    L    TT             EE             BB             TE          
  2586   0.619309E+02   0.265254E+01   0.231235E-01  -0.396775E+01
  2587   0.618464E+02   0.264628E+01   0.230943E-01  -0.397885E+01
  2588   0.617631E+02   0.263990E+01   0.230651E-01  -0.398969E+01
  2589   0.616808E+02   0.263341E+01   0.230360E-01  -0.400026E+01
  2590   0.615994E+02   0.262681E+01   0.230070E-01  -0.401055E+01
  2591   0.615190E+02   0.262011E+01   0.229780E-01  -0.402054E+01
  2592   0.614395E+02   0.261330E+01   0.229491E-01  -0.403025E+01
  2593   0.613609E+02   0.260637E+01   0.229202E-01  -0.403966E+01
  2594   0.612832E+02   0.259934E+01   0.228914E-01  -0.404877E+01
  2595   0.612063E+02   0.259221E+01   0.228627E-01  -0.405756E+01
  2596   0.611303E+02   0.258498E+01   0.228340E-01  -0.406605E+01
  2597   0.610550E+02   0.257764E+01   0.228054E-01  -0.407423E+01
  2598   0.609805E+02   0.257021E+01   0.227768E-01  -0.408208E+01
  2599   0.609068E+02   0.256269E+01   0.227483E-01  -0.408962E+01
  2600   0.608337E+02   0.255507E+01   0.227199E-01  -0.409683E+01
  2601   0.607615E+02   0.254736E+01   0.226915E-01  -0.410371E+01
  2602   0.606897E+02   0.253956E+01   0.226632E-01  -0.411026E+01
  2603   0.606187E+02   0.253168E+01   0.226349E-01  -0.411647E+01
  2604   0.605483E+02   0.252371E+01   0.226067E-01  -0.412235E+01
  2605   0.604785E+02   0.251565E+01   0.225786E-01  -0.412787E+01
  2606   0.604091E+02   0.250751E+01   0.225505E-01  -0.413306E+01
  2607   0.603403E+02   0.249929E+01   0.225225E-01  -0.413788E+01
  2608   0.602720E+02   0.249100E+01   0.224945E-01  -0.414234E+01
  2609   0.602041E+02   0.248262E+01   0.224666E-01  -0.414644E+01
  2610   0.601367E+02   0.247417E+01   0.224387E-01  -0.415019E+01
  2611   0.600697E+02   0.246564E+01   0.224109E-01  -0.415356E+01
  2612   0.600030E+02   0.245704E+01   0.223832E-01  -0.415656E+01
  2613   0.599367E+02   0.244837E+01   0.223555E-01  -0.415920E+01
  2614   0.598707E+02   0.243964E+01   0.223278E-01  -0.416147E+01
  2615   0.598050E+02   0.243083E+01   0.223002E-01  -0.416335E+01
  2616   0.597397E+02   0.242196E+01   0.222727E-01  -0.416487E+01
  2617   0.596745E+02   0.241304E+01   0.222452E-01  -0.416600E+01
  2618   0.596096E+02   0.240405E+01   0.222178E-01  -0.416676E+01
  2619   0.595448E+02   0.239500E+01   0.221904E-01  -0.416714E+01
  2620   0.594804E+02   0.238590E+01   0.221631E-01  -0.416715E+01
  2621   0.594160E+02   0.237675E+01   0.221358E-01  -0.416677E+01
  2622   0.593518E+02   0.236755E+01   0.221085E-01  -0.416602E+01
  2623   0.592876E+02   0.235830E+01   0.220814E-01  -0.416488E+01
  2624   0.592237E+02   0.234901E+01   0.220542E-01  -0.416337E+01
  2625   0.591597E+02   0.233966E+01   0.220271E-01  -0.416148E+01
  2626   0.590958E+02   0.233029E+01   0.220001E-01  -0.415920E+01
  2627   0.590319E+02   0.232086E+01   0.219731E-01  -0.415654E+01
  2628   0.589680E+02   0.231140E+01   0.219461E-01  -0.415350E+01
  2629   0.589041E+02   0.230191E+01   0.219192E-01  -0.415008E+01
  2630   0.588400E+02   0.229238E+01   0.218923E-01  -0.414627E+01
  2631   0.587759E+02   0.228282E+01   0.218655E-01  -0.414209E+01
  2632   0.587117E+02   0.227323E+01   0.218387E-01  -0.413754E+01
  2633   0.586475E+02   0.226362E+01   0.218119E-01  -0.413262E+01
  2634   0.585831E+02   0.225399E+01   0.217852E-01  -0.412733E+01
  2635   0.585186E+02   0.224434E+01   0.217585E-01  -0.412167E+01
  2636   0.584539E+02   0.223467E+01   0.217319E-01  -0.411564E+01
  2637   0.583891E+02   0.222499E+01   0.217053E-01  -0.410927E+01
  2638   0.583241E+02   0.221530E+01   0.216787E-01  -0.410253E+01
  2639   0.582590E+02   0.220560E+01   0.216522E-01  -0.409543E+01
  2640   0.581935E+02   0.219589E+01   0.216257E-01  -0.408798E+01
  2641   0.581280E+02   0.218618E+01   0.215992E-01  -0.408017E+01
  2642   0.580620E+02   0.217646E+01   0.215728E-01  -0.407201E+01
  2643   0.579958E+02   0.216674E+01   0.215464E-01  -0.406350E+01
  2644   0.579293E+02   0.215702E+01   0.215200E-01  -0.405464E+01
  2645   0.578624E+02   0.214730E+01   0.214937E-01  -0.404543E+01
  2646   0.577952E+02   0.213758E+01   0.214674E-01  -0.403589E+01
  2647   0.577278E+02   0.212788E+01   0.214412E-01  -0.402600E+01
  2648   0.576598E+02   0.211818E+01   0.214149E-01  -0.401578E+01
  2649   0.575915E+02   0.210849E+01   0.213888E-01  -0.400523E+01
  2650   0.575228E+02   0.209881E+01   0.213626E-01  -0.399435E+01
  2651   0.574538E+02   0.208915E+01   0.213365E-01  -0.398314E+01
  2652   0.573842E+02   0.207951E+01   0.213104E-01  -0.397162E+01
  2653   0.573142E+02   0.206988E+01   0.212843E-01  -0.395977E+01
  2654   0.572436E+02   0.206027E+01   0.212582E-01  -0.394760E+01
  2655   0.571726E+02   0.205069E+01   0.212322E-01  -0.393513E+01
  2656   0.571010E+02   0.204113E+01   0.212062E-01  -0.392233E+01
  2657   0.570288E+02   0.203160E+01   0.211803E-01  -0.390922E+01
  2658   0.569561E+02   0.202210E+01   0.211544E-01  -0.389581E+01
  2659   0.568827E+02   0.201262E+01   0.211285E-01  -0.388210E+01
  2660   0.568087E+02   0.200318E+01   0.211026E-01  -0.386809E+01
  2661   0.567342E+02   0.199378E+01   0.210768E-01  -0.385381E+01
  2662   0.566590E+02   0.198440E+01   0.210510E-01  -0.383922E+01
  2663   0.565832E+02   0.197508E+01   0.210252E-01  -0.382437E+01
  2664   0.565069E+02   0.196579E+01   0.209994E-01  -0.380924E+01
  2665   0.564298E+02   0.195654E+01   0.209737E-01  -0.379385E+01
  2666   0.563520E+02   0.194735E+01   0.209480E-01  -0.377818E+01
  2667   0.562737E+02   0.193819E+01   0.209223E-01  -0.376226E+01
  2668   0.561946E+02   0.192909E+01   0.208967E-01  -0.374609E+01
  2669   0.561148E+02   0.192004E+01   0.208710E-01  -0.372967E+01
  2670   0.560342E+02   0.191103E+01   0.208454E-01  -0.371299E+01
  2671   0.559530E+02   0.190209E+01   0.208199E-01  -0.369607E+01
  2672   0.558710E+02   0.189319E+01   0.207943E-01  -0.367892E+01
  2673   0.557883E+02   0.188435E+01   0.207688E-01  -0.366154E+01
  2674   0.557047E+02   0.187557E+01   0.207433E-01  -0.364393E+01
  2675   0.556204E+02   0.186685E+01   0.207178E-01  -0.362611E+01
  2676   0.555354E+02   0.185818E+01   0.206924E-01  -0.360807E+01
  2677   0.554495E+02   0.184959E+01   0.206669E-01  -0.358982E+01
  2678   0.553629E+02   0.184104E+01   0.206415E-01  -0.357137E+01
  2679   0.552756E+02   0.183257E+01   0.206161E-01  -0.355273E+01
  2680   0.551874E+02   0.182417E+01   0.205908E-01  -0.353390E+01
  2681   0.550984E+02   0.181583E+01   0.205654E-01  -0.351489E+01
  2682   0.550086E+02   0.180757E+01   0.205401E-01  -0.349569E+01
  2683   0.549179E+02   0.179937E+01   0.205148E-01  -0.347633E+01
  2684   0.548264E+02   0.179124E+01   0.204895E-01  -0.345680E+01
  2685   0.547341E+02   0.178318E+01   0.204643E-01  -0.343710E+01
  2686   0.546409E+02   0.177520E+01   0.204390E-01  -0.341725E+01
  2687   0.545470E+02   0.176730E+01   0.204138E-01  -0.339725E+01
  2688   0.544521E+02   0.175946E+01   0.203886E-01  -0.337712E+01
  2689   0.543565E+02   0.175171E+01   0.203634E-01  -0.335684E+01
  2690   0.542600E+02   0.174404E+01   0.203382E-01  -0.333644E+01
  2691   0.541627E+02   0.173644E+01   0.203131E-01  -0.331592E+01
  2692   0.540646E+02   0.172893E+01   0.202879E-01  -0.329529E+01
  2693   0.539657E+02   0.172149E+01   0.202628E-01  -0.327455E+01
  2694   0.538660E+02   0.171415E+01   0.202377E-01  -0.325371E+01
  2695   0.537655E+02   0.170688E+01   0.202126E-01  -0.323278E+01
  2696   0.536641E+02   0.169969E+01   0.201875E-01  -0.321176E+01
  2697   0.535620E+02   0.169260E+01   0.201624E-01  -0.319065E+01
  2698   0.534590E+02   0.168558E+01   0.201373E-01  -0.316946E+01
  2699   0.533553E+02   0.167865E+01   0.201123E-01  -0.314820E+01
  2700   0.532507E+02   0.167181E+01   0.200873E-01  -0.312688E+01
  2701   0.531453E+02   0.166505E+01   0.200622E-01  -0.310549E+01
  2702   0.530391E+02   0.165838E+01   0.200372E-01  -0.308405E+01
  2703   0.529321E+02   0.165180E+01   0.200122E-01  -0.306256E+01
  2704   0.528243E+02   0.164531E+01   0.199872E-01  -0.304103E+01
  2705   0.527157E+02   0.163891E+01   0.199622E-01  -0.301947E+01
  2706   0.526062E+02   0.163259E+01   0.199373E-01  -0.299788E+01
  2707   0.524960E+02   0.162638E+01   0.199123E-01  -0.297626E+01
  2708   0.523850E+02   0.162025E+01   0.198873E-01  -0.295463E+01
  2709   0.522732E+02   0.161421E+01   0.198624E-01  -0.293299E+01
  2710   0.521607E+02   0.160826E+01   0.198374E-01  -0.291135E+01
  2711   0.520473E+02   0.160241E+01   0.198125E-01  -0.288970E+01
  2712   0.519333E+02   0.159665E+01   0.197876E-01  -0.286807E+01
  2713   0.518185E+02   0.159098E+01   0.197627E-01  -0.284645E+01
  2714   0.517030E+02   0.158541E+01   0.197378E-01  -0.282485E+01
  2715   0.515867E+02   0.157994E+01   0.197129E-01  -0.280328E+01
  2716   0.514697E+02   0.157455E+01   0.196880E-01  -0.278174E+01
  2717   0.513519E+02   0.156926E+01   0.196631E-01  -0.276024E+01
  2718   0.512334E+02   0.156407E+01   0.196382E-01  -0.273877E+01
  2719   0.511142E+02   0.155896E+01   0.196134E-01  -0.271736E+01
  2720   0.509942E+02   0.155395E+01   0.195885E-01  -0.269599E+01
  2721   0.508735E+02   0.154903E+01   0.195637E-01  -0.267468E+01
  2722   0.507522E+02   0.154421E+01   0.195388E-01  -0.265344E+01
  2723   0.506302E+02   0.153948E+01   0.195140E-01  -0.263226E+01
  2724   0.505076E+02   0.153485E+01   0.194892E-01  -0.261116E+01
  2725   0.503843E+02   0.153031E+01   0.194644E-01  -0.259014E+01
  2726   0.502604E+02   0.152587E+01   0.194396E-01  -0.256920E+01
  2727   0.501359E+02   0.152151E+01   0.194148E-01  -0.254836E+01
  2728   0.500109E+02   0.151725E+01   0.193900E-01  -0.252760E+01
  2729   0.498853E+02   0.151308E+01   0.193652E-01  -0.250696E+01
  2730   0.497592E+02   0.150901E+01   0.193404E-01  -0.248642E+01
  2731   0.496325E+02   0.150503E+01   0.193157E-01  -0.246598E+01
  2732   0.495053E+02   0.150113E+01   0.192909E-01  -0.244567E+01
  2733   0.493775E+02   0.149733E+01   0.192662E-01  -0.242547E+01
  2734   0.492493E+02   0.149362E+01   0.192415E-01  -0.240540E+01
  2735   0.491205E+02   0.148999E+01   0.192168E-01  -0.238544E+01
  2736   0.489912E+02   0.148646E+01   0.191921E-01  -0.236563E+01
  2737   0.488614E+02   0.148302E+01   0.191674E-01  -0.234595E+01
  2738   0.487312E+02   0.147966E+01   0.191427E-01  -0.232641E+01
  2739   0.486005E+02   0.147638E+01   0.191180E-01  -0.230702E+01
  2740   0.484694E+02   0.147320E+01   0.190934E-01  -0.228778E+01
  2741   0.483379E+02   0.147010E+01   0.190687E-01  -0.226868E+01
  2742   0.482060E+02   0.146709E+01   0.190441E-01  -0.224975E+01
  2743   0.480736E+02   0.146417E+01   0.190195E-01  -0.223097E+01
  2744   0.479409E+02   0.146132E+01   0.189949E-01  -0.221236E+01
  2745   0.478078E+02   0.145855E+01   0.189703E-01  -0.219391E+01
  2746   0.476743E+02   0.145588E+01   0.189457E-01  -0.217565E+01
  2747   0.475405E+02   0.145327E+01   0.189211E-01  -0.215755E+01
  2748   0.474062E+02   0.145075E+01   0.188966E-01  -0.213962E+01
  2749   0.472716E+02   0.144831E+01   0.188720E-01  -0.212189E+01
  2750   0.471367E+02   0.144595E+01   0.188475E-01  -0.210434E+01
  2751   0.470015E+02   0.144365E+01   0.188230E-01  -0.208697E+01
  2752   0.468660E+02   0.144145E+01   0.187985E-01  -0.206979E+01
  2753   0.467303E+02   0.143931E+01   0.187740E-01  -0.205281E+01
  2754   0.465942E+02   0.143724E+01   0.187495E-01  -0.203603E+01
  2755   0.464579E+02   0.143526E+01   0.187250E-01  -0.201946E+01
  2756   0.463215E+02   0.143334E+01   0.187006E-01  -0.200309E+01
  2757   0.461849E+02   0.143150E+01   0.186761E-01  -0.198693E+01
  2758   0.460480E+02   0.142972E+01   0.186517E-01  -0.197098E+01
  2759   0.459109E+02   0.142802E+01   0.186273E-01  -0.195525E+01
  2760   0.457737E+02   0.142638E+01   0.186029E-01  -0.193974E+01
  2761   0.456363E+02   0.142481E+01   0.185785E-01  -0.192445E+01
  2762   0.454987E+02   0.142330E+01   0.185541E-01  -0.190938E+01
  2763   0.453611E+02   0.142187E+01   0.185297E-01  -0.189455E+01
  2764   0.452232E+02   0.142049E+01   0.185054E-01  -0.187994E+01
  2765   0.450853E+02   0.141917E+01   0.184810E-01  -0.186557E+01
  2766   0.449473E+02   0.141792E+01   0.184567E-01  -0.185142E+01
  2767   0.448092E+02   0.141673E+01   0.184324E-01  -0.183751E+01
  2768   0.446710E+02   0.141559E+01   0.184081E-01  -0.182385E+01
  2769   0.445328E+02   0.141452E+01   0.183838E-01  -0.181042E+01
  2770   0.443946E+02   0.141350E+01   0.183596E-01  -0.179723E+01
  2771   0.442564E+02   0.141254E+01   0.183353E-01  -0.178429E+01
  2772   0.441182E+02   0.141162E+01   0.183111E-01  -0.177159E+01
  2773   0.439800E+02   0.141077E+01   0.182868E-01  -0.175913E+01
  2774   0.438419E+02   0.140996E+01   0.182626E-01  -0.174692E+01
  2775   0.437038E+02   0.140920E+01   0.182384E-01  -0.173495E+01
  2776   0.435657E+02   0.140850E+01   0.182142E-01  -0.172324E+01
  2777   0.434277E+02   0.140784E+01   0.181901E-01  -0.171177E+01
  2778   0.432899E+02   0.140723E+01   0.181659E-01  -0.170056E+01
  2779   0.431522E+02   0.140666E+01   0.181418E-01  -0.168959E+01
  2780   0.430145E+02   0.140614E+01   0.181176E-01  -0.167887E+01
  2781   0.428771E+02   0.140565E+01   0.180935E-01  -0.166841E+01
  2782   0.427399E+02   0.140521E+01   0.180694E-01  -0.165818E+01
  2783   0.426029E+02   0.140482E+01   0.180454E-01  -0.164822E+01
  2784   0.424662E+02   0.140445E+01   0.180213E-01  -0.163850E+01
  2785   0.423296E+02   0.140413E+01   0.179973E-01  -0.162903E+01
  2786   0.421933E+02   0.140384E+01   0.179732E-01  -0.161980E+01
  2787   0.420574E+02   0.140359E+01   0.179492E-01  -0.161083E+01
  2788   0.419217E+02   0.140337E+01   0.179252E-01  -0.160210E+01
  2789   0.417862E+02   0.140319E+01   0.179012E-01  -0.159362E+01
  2790   0.416511E+02   0.140303E+01   0.178773E-01  -0.158539E+01
  2791   0.415164E+02   0.140290E+01   0.178533E-01  -0.157741E+01
  2792   0.413820E+02   0.140280E+01   0.178294E-01  -0.156967E+01
  2793   0.412480E+02   0.140273E+01   0.178055E-01  -0.156217E+01
  2794   0.411144E+02   0.140269E+01   0.177817E-01  -0.155492E+01
  2795   0.409811E+02   0.140266E+01   0.177578E-01  -0.154791E+01
  2796   0.408483E+02   0.140266E+01   0.177340E-01  -0.154114E+01
  2797   0.407159E+02   0.140268E+01   0.177101E-01  -0.153461E+01
  2798   0.405838E+02   0.140273E+01   0.176863E-01  -0.152831E+01
  2799   0.404524E+02   0.140278E+01   0.176626E-01  -0.152226E+01
  2800   0.403212E+02   0.140286E+01   0.176388E-01  -0.151643E+01
  2801   0.401906E+02   0.140296E+01   0.176151E-01  -0.151085E+01
  2802   0.400606E+02   0.140306E+01   0.175914E-01  -0.150549E+01
  2803   0.399309E+02   0.140318E+01   0.175677E-01  -0.150036E+01
  2804   0.398018E+02   0.140331E+01   0.175441E-01  -0.149546E+01
  2805   0.396733E+02   0.140345E+01   0.175204E-01  -0.149079E+01
  2806   0.395452E+02   0.140361E+01   0.174968E-01  -0.148635E+01
  2807   0.394177E+02   0.140377E+01   0.174732E-01  -0.148214E+01
  2808   0.392907E+02   0.140393E+01   0.174497E-01  -0.147815E+01
  2809   0.391643E+02   0.140409E+01   0.174262E-01  -0.147438E+01
  2810   0.390385E+02   0.140426E+01   0.174027E-01  -0.147083E+01
  2811   0.389131E+02   0.140443E+01   0.173792E-01  -0.146751E+01
  2812   0.387885E+02   0.140460E+01   0.173557E-01  -0.146441E+01
  2813   0.386644E+02   0.140476E+01   0.173323E-01  -0.146152E+01
  2814   0.385408E+02   0.140492E+01   0.173089E-01  -0.145885E+01
  2815   0.384180E+02   0.140508E+01   0.172856E-01  -0.145638E+01
  2816   0.382956E+02   0.140523E+01   0.172622E-01  -0.145413E+01
  2817   0.381740E+02   0.140538E+01   0.172389E-01  -0.145208E+01
  2818   0.380530E+02   0.140552E+01   0.172156E-01  -0.145024E+01
  2819   0.379328E+02   0.140564E+01   0.171924E-01  -0.144860E+01
  2820   0.378131E+02   0.140577E+01   0.171692E-01  -0.144715E+01
  2821   0.376940E+02   0.140587E+01   0.171460E-01  -0.144591E+01
  2822   0.375757E+02   0.140597E+01   0.171228E-01  -0.144485E+01
  2823   0.374579E+02   0.140606E+01   0.170997E-01  -0.144399E+01
  2824   0.373409E+02   0.140613E+01   0.170766E-01  -0.144332E+01
  2825   0.372245E+02   0.140619E+01   0.170535E-01  -0.144284E+01
  2826   0.371088E+02   0.140622E+01   0.170305E-01  -0.144255E+01
  2827   0.369938E+02   0.140624E+01   0.170075E-01  -0.144243E+01
  2828   0.368795E+02   0.140624E+01   0.169845E-01  -0.144250E+01
  2829   0.367658E+02   0.140622E+01   0.169616E-01  -0.144274E+01
  2830   0.366528E+02   0.140618E+01   0.169387E-01  -0.144315E+01
  2831   0.365405E+02   0.140612E+01   0.169158E-01  -0.144374E+01
  2832   0.364290E+02   0.140604E+01   0.168929E-01  -0.144449E+01
  2833   0.363182E+02   0.140594E+01   0.168701E-01  -0.144540E+01
  2834   0.362080E+02   0.140581E+01   0.168473E-01  -0.144647E+01
  2835   0.360986E+02   0.140565E+01   0.168246E-01  -0.144771E+01
  2836   0.359899E+02   0.140547E+01   0.168018E-01  -0.144910E+01
  2837   0.358819E+02   0.140527E+01   0.167791E-01  -0.145063E+01
  2838   0.357746E+02   0.140503E+01   0.167565E-01  -0.145232E+01
  2839   0.356681E+02   0.140477E+01   0.167339E-01  -0.145416E+01
  2840   0.355622E+02   0.140447E+01   0.167113E-01  -0.145614E+01
  2841   0.354571E+02   0.140415E+01   0.166887E-01  -0.145825E+01
  2842   0.353528E+02   0.140379E+01   0.166662E-01  -0.146050E+01
  2843   0.352492E+02   0.140341E+01   0.166436E-01  -0.146288E+01
  2844   0.351463E+02   0.140299E+01   0.166212E-01  -0.146539E+01
  2845   0.350443E+02   0.140254E+01   0.165987E-01  -0.146802E+01
  2846   0.349429E+02   0.140206E+01   0.165763E-01  -0.147077E+01
  2847   0.348423E+02   0.140155E+01   0.165540E-01  -0.147364E+01
  2848   0.347426E+02   0.140100E+01   0.165316E-01  -0.147662E+01
  2849   0.346435E+02   0.140042E+01   0.165093E-01  -0.147970E+01
  2850   0.345452E+02   0.139981E+01   0.164870E-01  -0.148289E+01
  2851   0.344477E+02   0.139915E+01   0.164648E-01  -0.148618E+01
  2852   0.343510E+02   0.139846E+01   0.164426E-01  -0.148958E+01
  2853   0.342551E+02   0.139774E+01   0.164204E-01  -0.149306E+01
  2854   0.341599E+02   0.139698E+01   0.163982E-01  -0.149664E+01
  2855   0.340656E+02   0.139617E+01   0.163761E-01  -0.150030E+01
  2856   0.339720E+02   0.139533E+01   0.163540E-01  -0.150404E+01
  2857   0.338792E+02   0.139445E+01   0.163320E-01  -0.150786E+01
  2858   0.337872E+02   0.139353E+01   0.163099E-01  -0.151176E+01
  2859   0.336960E+02   0.139256E+01   0.162880E-01  -0.151572E+01
  2860   0.336057E+02   0.139156E+01   0.162660E-01  -0.151976E+01
  2861   0.335161E+02   0.139051E+01   0.162441E-01  -0.152385E+01
  2862   0.334274E+02   0.138942E+01   0.162222E-01  -0.152801E+01
  2863   0.333394E+02   0.138828E+01   0.162003E-01  -0.153221E+01
  2864   0.332523E+02   0.138711E+01   0.161785E-01  -0.153647E+01
  2865   0.331660E+02   0.138588E+01   0.161567E-01  -0.154078E+01
  2866   0.330804E+02   0.138461E+01   0.161350E-01  -0.154513E+01
  2867   0.329957E+02   0.138329E+01   0.161133E-01  -0.154952E+01
  2868   0.329118E+02   0.138193E+01   0.160916E-01  -0.155394E+01
  2869   0.328287E+02   0.138052E+01   0.160699E-01  -0.155840E+01
  2870   0.327464E+02   0.137906E+01   0.160483E-01  -0.156288E+01
  2871   0.326648E+02   0.137756E+01   0.160268E-01  -0.156740E+01
  2872   0.325841E+02   0.137602E+01   0.160052E-01  -0.157192E+01
  2873   0.325042E+02   0.137443E+01   0.159837E-01  -0.157647E+01
  2874   0.324251E+02   0.137278E+01   0.159622E-01  -0.158104E+01
  2875   0.323468E+02   0.137110E+01   0.159408E-01  -0.158561E+01
  2876   0.322692E+02   0.136937E+01   0.159194E-01  -0.159019E+01
  2877   0.321925E+02   0.136759E+01   0.158980E-01  -0.159477E+01
  2878   0.321164E+02   0.136577E+01   0.158767E-01  -0.159936E+01
  2879   0.320412E+02   0.136389E+01   0.158554E-01  -0.160394E+01
  2880   0.319667E+02   0.136197E+01   0.158342E-01  -0.160851E+01
