#    L    TT             EE             BB             TE             PP             TP             EP          
   232   0.548237E+04   0.119996E+01   0.000000E+00   0.318459E+02   0.507092E-07   0.107930E-03   0.108539E-06
   233   0.547527E+04   0.124253E+01   0.000000E+00   0.334806E+02   0.504736E-07   0.107034E-03   0.122046E-06
   234   0.546757E+04   0.128697E+01   0.000000E+00   0.351180E+02   0.502397E-07   0.106146E-03   0.135476E-06
   235   0.545929E+04   0.133331E+01   0.000000E+00   0.367575E+02   0.500075E-07   0.105264E-03   0.148832E-06
   236   0.545041E+04   0.138157E+01   0.000000E+00   0.383984E+02   0.497770E-07   0.104389E-03   0.162114E-06
   237   0.544097E+04   0.143177E+01   0.000000E+00   0.400398E+02   0.495482E-07   0.103521E-03   0.175325E-06
   238   0.543095E+04   0.148394E+01   0.000000E+00   0.416812E+02   0.493210E-07   0.102659E-03   0.188466E-06
   239   0.542036E+04   0.153808E+01   0.000000E+00   0.433219E+02   0.490955E-07   0.101804E-03   0.201539E-06
   240   0.540919E+04   0.159423E+01   0.000000E+00   0.449609E+02   0.488717E-07   0.100956E-03   0.214544E-06
   241   0.539745E+04   0.165241E+01   0.000000E+00   0.465979E+02   0.486494E-07   0.100114E-03   0.227485E-06
   242   0.538516E+04   0.171263E+01   0.000000E+00   0.482318E+02   0.484287E-07   0.992790E-04   0.240362E-06
   243   0.537231E+04   0.177491E+01   0.000000E+00   0.498620E+02   0.482095E-07   0.984501E-04   0.253177E-06
   244   0.535890E+04   0.183927E+01   0.000000E+00   0.514880E+02   0.479919E-07   0.976277E-04   0.265931E-06
   245   0.534494E+04   0.190573E+01   0.000000E+00   0.531089E+02   0.477759E-07   0.968116E-04   0.278627E-06
   246   0.533046E+04   0.197428E+01   0.000000E+00   0.547240E+02   0.475613E-07   0.960019E-04   0.291265E-06
   247   0.531543E+04   0.204496E+01   0.000000E+00   0.563328E+02   0.473483E-07   0.951984E-04   0.303848E-06
   248   0.529988E+04   0.211777E+01   0.000000E+00   0.579343E+02   0.471367E-07   0.944012E-04   0.316376E-06
   249   0.528380E+04   0.219273E+01   0.000000E+00   0.595280E+02   0.469266E-07   0.936102E-04   0.328851E-06
   250   0.526720E+04   0.226985E+01   0.000000E+00   0.611131E+02   0.467179E-07   0.928254E-04   0.341276E-06
   251   0.525009E+04   0.234912E+01   0.000000E+00   0.626888E+02   0.465106E-07   0.920466E-04   0.353651E-06
   252   0.523246E+04   0.243056E+01   0.000000E+00   0.642544E+02   0.463047E-07   0.912739E-04   0.365976E-06
   253   0.521432E+04   0.251418E+01   0.000000E+00   0.658090E+02   0.461002E-07   0.905073E-04   0.378253E-06
   254   0.519568E+04   0.259999E+01   0.000000E+00   0.673519E+02   0.458971E-07   0.897465E-04   0.390480E-06
   255   0.517652E+04   0.268799E+01   0.000000E+00   0.688824E+02   0.456954E-07   0.889917E-04   0.402659E-06
   256   0.515686E+04   0.277818E+01   0.000000E+00   0.703997E+02   0.454951E-07   0.882427E-04   0.414789E-06
   257   0.513671E+04   0.287057E+01   0.000000E+00   0.719032E+02   0.452960E-07   0.874995E-04   0.426870E-06
   258   0.511608E+04   0.296516E+01   0.000000E+00   0.733919E+02   0.450984E-07   0.867620E-04   0.438904E-06
   259   0.509498E+04   0.306196E+01   0.000000E+00   0.748663E+02   0.449020E-07   0.860302E-04   0.450889E-06
   260   0.507343E+04   0.316096E+01   0.000000E+00   0.763241E+02   0.447070E-07   0.853040E-04   0.462826E-06
   261   0.505142E+04   0.326216E+01   0.000000E+00   0.777662E+02   0.445133E-07   0.845833E-04   0.474716E-06
   262   0.502899E+04   0.336557E+01   0.000000E+00   0.791910E+02   0.443209E-07   0.838682E-04   0.486558E-06
   263   0.500614E+04   0.347118E+01   0.000000E+00   0.805987E+02   0.441298E-07   0.831585E-04   0.498353E-06
   264   0.498287E+04   0.357899E+01   0.000000E+00   0.819876E+02   0.439399E-07   0.824543E-04   0.510100E-06
   265   0.495919E+04   0.368899E+01   0.000000E+00   0.833586E+02   0.437513E-07   0.817553E-04   0.521801E-06
   266   0.493510E+04   0.380116E+01   0.000000E+00   0.847095E+02   0.435640E-07   0.810617E-04   0.533454E-06
   267   0.491062E+04   0.391550E+01   0.000000E+00   0.860396E+02   0.433779E-07   0.803733E-04   0.545061E-06
   268   0.488574E+04   0.403199E+01   0.000000E+00   0.873496E+02   0.431930E-07   0.796901E-04   0.556622E-06
   269   0.486047E+04   0.415064E+01   0.000000E+00   0.886373E+02   0.430094E-07   0.790119E-04   0.568136E-06
   270   0.483481E+04   0.427142E+01   0.000000E+00   0.899035E+02   0.428269E-07   0.783389E-04   0.579604E-06
   271   0.480879E+04   0.439431E+01   0.000000E+00   0.911460E+02   0.426457E-07   0.776709E-04   0.591026E-06
   272   0.478239E+04   0.451932E+01   0.000000E+00   0.923655E+02   0.424657E-07   0.770078E-04   0.602403E-06
   273   0.475566E+04   0.464640E+01   0.000000E+00   0.935606E+02   0.422868E-07   0.763497E-04   0.613733E-06
   274   0.472857E+04   0.477556E+01   0.000000E+00   0.947321E+02   0.421091E-07   0.756964E-04   0.625019E-06
   275   0.470114E+04   0.490675E+01   0.000000E+00   0.958777E+02   0.419326E-07   0.750479E-04   0.636259E-06
   276   0.467340E+04   0.503998E+01   0.000000E+00   0.969981E+02   0.417572E-07   0.744041E-04   0.647454E-06
   277   0.464534E+04   0.517522E+01   0.000000E+00   0.980921E+02   0.415829E-07   0.737651E-04   0.658604E-06
   278   0.461698E+04   0.531244E+01   0.000000E+00   0.991587E+02   0.414098E-07   0.731306E-04   0.669709E-06
   279   0.458832E+04   0.545162E+01   0.000000E+00   0.100199E+03   0.412377E-07   0.725008E-04   0.680769E-06
   280   0.455939E+04   0.559272E+01   0.000000E+00   0.101211E+03   0.410668E-07   0.718754E-04   0.691786E-06
   281   0.453017E+04   0.573572E+01   0.000000E+00   0.102195E+03   0.408970E-07   0.712546E-04   0.702758E-06
   282   0.450069E+04   0.588059E+01   0.000000E+00   0.103151E+03   0.407282E-07   0.706381E-04   0.713686E-06
   283   0.447096E+04   0.602731E+01   0.000000E+00   0.104077E+03   0.405606E-07   0.700260E-04   0.724570E-06
   284   0.444097E+04   0.617584E+01   0.000000E+00   0.104973E+03   0.403939E-07   0.694182E-04   0.735410E-06
   285   0.441076E+04   0.632614E+01   0.000000E+00   0.105839E+03   0.402284E-07   0.688147E-04   0.746207E-06
   286   0.438031E+04   0.647820E+01   0.000000E+00   0.106675E+03   0.400638E-07   0.682153E-04   0.756961E-06
   287   0.434965E+04   0.663195E+01   0.000000E+00   0.107480E+03   0.399003E-07   0.676201E-04   0.767672E-06
   288   0.431879E+04   0.678738E+01   0.000000E+00   0.108252E+03   0.397378E-07   0.670290E-04   0.778339E-06
   289   0.428773E+04   0.694445E+01   0.000000E+00   0.108994E+03   0.395763E-07   0.664419E-04   0.788963E-06
   290   0.425649E+04   0.710311E+01   0.000000E+00   0.109703E+03   0.394159E-07   0.658588E-04   0.799545E-06
   291   0.422507E+04   0.726334E+01   0.000000E+00   0.110380E+03   0.392564E-07   0.652796E-04   0.810085E-06
   292   0.419349E+04   0.742502E+01   0.000000E+00   0.111024E+03   0.390978E-07   0.647043E-04   0.820582E-06
   293   0.416174E+04   0.758821E+01   0.000000E+00   0.111635E+03   0.389403E-07   0.641328E-04   0.831037E-06
   294   0.412986E+04   0.775285E+01   0.000000E+00   0.112212E+03   0.387836E-07   0.635651E-04   0.841450E-06
   295   0.409783E+04   0.791878E+01   0.000000E+00   0.112755E+03   0.386280E-07   0.630010E-04   0.851821E-06
   296   0.406567E+04   0.808609E+01   0.000000E+00   0.113264E+03   0.384732E-07   0.624407E-04   0.862151E-06
   297   0.403338E+04   0.825462E+01   0.000000E+00   0.113737E+03   0.383194E-07   0.618839E-04   0.872439E-06
   298   0.400099E+04   0.842437E+01   0.000000E+00   0.114175E+03   0.381665E-07   0.613306E-04   0.882686E-06
   299   0.396849E+04   0.859527E+01   0.000000E+00   0.114578E+03   0.380145E-07   0.607809E-04   0.892892E-06
   300   0.393590E+04   0.876725E+01   0.000000E+00   0.114945E+03   0.378634E-07   0.602346E-04   0.903057E-06
   301   0.390324E+04   0.894039E+01   0.000000E+00   0.115277E+03   0.377131E-07   0.596916E-04   0.913180E-06
   302   0.387050E+04   0.911445E+01   0.000000E+00   0.115573E+03   0.375638E-07   0.591521E-04   0.923257E-06
   303   0.383772E+04   0.928953E+01   0.000000E+00   0.115833E+03   0.374152E-07   0.586160E-04   0.933284E-06
   304   0.380488E+04   0.946554E+01   0.000000E+00   0.116057E+03   0.372676E-07   0.580832E-04   0.943255E-06
   305   0.377203E+04   0.964242E+01   0.000000E+00   0.116245E+03   0.371208E-07   0.575539E-04   0.953165E-06
   306   0.373914E+04   0.982016E+01   0.000000E+00   0.116397E+03   0.369749E-07   0.570280E-04   0.963010E-06
   307   0.370624E+04   0.999863E+01   0.000000E+00   0.116512E+03   0.368297E-07   0.565055E-04   0.972783E-06
   308   0.367335E+04   0.101778E+02   0.000000E+00   0.116590E+03   0.366855E-07   0.559865E-04   0.982482E-06
   309   0.364046E+04   0.103577E+02   0.000000E+00   0.116633E+03   0.365420E-07   0.554710E-04   0.992099E-06
   310   0.360758E+04   0.105380E+02   0.000000E+00   0.116638E+03   0.363994E-07   0.549588E-04   0.100163E-05
   311   0.357474E+04   0.107189E+02   0.000000E+00   0.116606E+03   0.362576E-07   0.544502E-04   0.101107E-05
   312   0.354192E+04   0.109003E+02   0.000000E+00   0.116537E+03   0.361166E-07   0.539451E-04   0.102042E-05
   313   0.350916E+04   0.110821E+02   0.000000E+00   0.116430E+03   0.359764E-07   0.534434E-04   0.102966E-05
   314   0.347645E+04   0.112642E+02   0.000000E+00   0.116287E+03   0.358370E-07   0.529452E-04   0.103880E-05
   315   0.344380E+04   0.114465E+02   0.000000E+00   0.116106E+03   0.356984E-07   0.524505E-04   0.104783E-05
   316   0.341123E+04   0.116292E+02   0.000000E+00   0.115888E+03   0.355606E-07   0.519594E-04   0.105674E-05
   317   0.337875E+04   0.118119E+02   0.000000E+00   0.115633E+03   0.354236E-07   0.514717E-04   0.106553E-05
   318   0.334637E+04   0.119946E+02   0.000000E+00   0.115341E+03   0.352873E-07   0.509876E-04   0.107419E-05
   319   0.331408E+04   0.121774E+02   0.000000E+00   0.115011E+03   0.351518E-07   0.505071E-04   0.108273E-05
   320   0.328191E+04   0.123602E+02   0.000000E+00   0.114645E+03   0.350171E-07   0.500301E-04   0.109113E-05
   321   0.324987E+04   0.125429E+02   0.000000E+00   0.114243E+03   0.348831E-07   0.495566E-04   0.109939E-05
   322   0.321795E+04   0.127253E+02   0.000000E+00   0.113803E+03   0.347499E-07   0.490868E-04   0.110750E-05
   323   0.318618E+04   0.129075E+02   0.000000E+00   0.113326E+03   0.346174E-07   0.486205E-04   0.111546E-05
   324   0.315456E+04   0.130893E+02   0.000000E+00   0.112814E+03   0.344856E-07   0.481578E-04   0.112327E-05
   325   0.312310E+04   0.132708E+02   0.000000E+00   0.112264E+03   0.343546E-07   0.476986E-04   0.113091E-05
   326   0.309180E+04   0.134518E+02   0.000000E+00   0.111679E+03   0.342243E-07   0.472431E-04   0.113839E-05
   327   0.306068E+04   0.136323E+02   0.000000E+00   0.111057E+03   0.340947E-07   0.467912E-04   0.114570E-05
   328   0.302975E+04   0.138122E+02   0.000000E+00   0.110400E+03   0.339659E-07   0.463430E-04   0.115284E-05
   329   0.299902E+04   0.139914E+02   0.000000E+00   0.109708E+03   0.338377E-07   0.458983E-04   0.115979E-05
   330   0.296849E+04   0.141698E+02   0.000000E+00   0.108979E+03   0.337103E-07   0.454573E-04   0.116655E-05
   331   0.293816E+04   0.143474E+02   0.000000E+00   0.108216E+03   0.335835E-07   0.450200E-04   0.117313E-05
   332   0.290806E+04   0.145242E+02   0.000000E+00   0.107418E+03   0.334574E-07   0.445863E-04   0.117951E-05
   333   0.287818E+04   0.147000E+02   0.000000E+00   0.106585E+03   0.333320E-07   0.441563E-04   0.118569E-05
   334   0.284854E+04   0.148748E+02   0.000000E+00   0.105718E+03   0.332073E-07   0.437300E-04   0.119167E-05
   335   0.281914E+04   0.150485E+02   0.000000E+00   0.104818E+03   0.330833E-07   0.433073E-04   0.119743E-05
   336   0.279000E+04   0.152210E+02   0.000000E+00   0.103883E+03   0.329599E-07   0.428884E-04   0.120298E-05
   337   0.276111E+04   0.153923E+02   0.000000E+00   0.102917E+03   0.328371E-07   0.424731E-04   0.120831E-05
   338   0.273249E+04   0.155624E+02   0.000000E+00   0.101917E+03   0.327151E-07   0.420616E-04   0.121341E-05
   339   0.270414E+04   0.157310E+02   0.000000E+00   0.100886E+03   0.325936E-07   0.416538E-04   0.121828E-05
   340   0.267608E+04   0.158984E+02   0.000000E+00   0.998227E+02   0.324728E-07   0.412497E-04   0.122291E-05
   341   0.264831E+04   0.160641E+02   0.000000E+00   0.987281E+02   0.323527E-07   0.408494E-04   0.122731E-05
   342   0.262082E+04   0.162283E+02   0.000000E+00   0.976020E+02   0.322331E-07   0.404528E-04   0.123146E-05
   343   0.259364E+04   0.163908E+02   0.000000E+00   0.964458E+02   0.321142E-07   0.400600E-04   0.123536E-05
   344   0.256675E+04   0.165516E+02   0.000000E+00   0.952586E+02   0.319959E-07   0.396709E-04   0.123900E-05
   345   0.254017E+04   0.167105E+02   0.000000E+00   0.940413E+02   0.318782E-07   0.392856E-04   0.124238E-05
   346   0.251391E+04   0.168676E+02   0.000000E+00   0.927939E+02   0.317612E-07   0.389042E-04   0.124550E-05
   347   0.248795E+04   0.170227E+02   0.000000E+00   0.915170E+02   0.316447E-07   0.385265E-04   0.124835E-05
   348   0.246232E+04   0.171756E+02   0.000000E+00   0.902107E+02   0.315288E-07   0.381526E-04   0.125092E-05
   349   0.243702E+04   0.173266E+02   0.000000E+00   0.888772E+02   0.314134E-07   0.377825E-04   0.125321E-05
   350   0.241205E+04   0.174754E+02   0.000000E+00   0.875157E+02   0.312987E-07   0.374163E-04   0.125521E-05
   351   0.238743E+04   0.176221E+02   0.000000E+00   0.861277E+02   0.311845E-07   0.370538E-04   0.125693E-05
   352   0.236317E+04   0.177665E+02   0.000000E+00   0.847140E+02   0.310710E-07   0.366952E-04   0.125837E-05
   353   0.233926E+04   0.179087E+02   0.000000E+00   0.832744E+02   0.309579E-07   0.363401E-04   0.125955E-05
   354   0.231572E+04   0.180485E+02   0.000000E+00   0.818112E+02   0.308455E-07   0.359886E-04   0.126049E-05
   355   0.229255E+04   0.181860E+02   0.000000E+00   0.803237E+02   0.307336E-07   0.356405E-04   0.126120E-05
   356   0.226976E+04   0.183210E+02   0.000000E+00   0.788125E+02   0.306222E-07   0.352958E-04   0.126169E-05
   357   0.224734E+04   0.184535E+02   0.000000E+00   0.772784E+02   0.305114E-07   0.349543E-04   0.126199E-05
   358   0.222530E+04   0.185834E+02   0.000000E+00   0.757221E+02   0.304011E-07   0.346159E-04   0.126209E-05
   359   0.220366E+04   0.187106E+02   0.000000E+00   0.741435E+02   0.302914E-07   0.342806E-04   0.126204E-05
   360   0.218239E+04   0.188350E+02   0.000000E+00   0.725441E+02   0.301823E-07   0.339482E-04   0.126182E-05
   361   0.216152E+04   0.189567E+02   0.000000E+00   0.709228E+02   0.300737E-07   0.336187E-04   0.126147E-05
   362   0.214104E+04   0.190755E+02   0.000000E+00   0.692816E+02   0.299656E-07   0.332919E-04   0.126100E-05
   363   0.212097E+04   0.191913E+02   0.000000E+00   0.676208E+02   0.298580E-07   0.329678E-04   0.126041E-05
   364   0.210129E+04   0.193042E+02   0.000000E+00   0.659413E+02   0.297510E-07   0.326462E-04   0.125974E-05
   365   0.208203E+04   0.194141E+02   0.000000E+00   0.642437E+02   0.296445E-07   0.323271E-04   0.125899E-05
   366   0.206317E+04   0.195209E+02   0.000000E+00   0.625289E+02   0.295385E-07   0.320103E-04   0.125817E-05
   367   0.204473E+04   0.196245E+02   0.000000E+00   0.607974E+02   0.294330E-07   0.316958E-04   0.125731E-05
   368   0.202670E+04   0.197250E+02   0.000000E+00   0.590503E+02   0.293281E-07   0.313835E-04   0.125641E-05
   369   0.200909E+04   0.198223E+02   0.000000E+00   0.572881E+02   0.292236E-07   0.310732E-04   0.125550E-05
   370   0.199190E+04   0.199163E+02   0.000000E+00   0.555115E+02   0.291197E-07   0.307648E-04   0.125459E-05
   371   0.197513E+04   0.200071E+02   0.000000E+00   0.537215E+02   0.290163E-07   0.304583E-04   0.125369E-05
   372   0.195879E+04   0.200945E+02   0.000000E+00   0.519185E+02   0.289134E-07   0.301536E-04   0.125282E-05
   373   0.194287E+04   0.201785E+02   0.000000E+00   0.501035E+02   0.288110E-07   0.298506E-04   0.125199E-05
   374   0.192739E+04   0.202592E+02   0.000000E+00   0.482772E+02   0.287090E-07   0.295491E-04   0.125122E-05
   375   0.191232E+04   0.203364E+02   0.000000E+00   0.464402E+02   0.286076E-07   0.292490E-04   0.125053E-05
   376   0.189768E+04   0.204100E+02   0.000000E+00   0.445933E+02   0.285067E-07   0.289504E-04   0.124992E-05
   377   0.188348E+04   0.204802E+02   0.000000E+00   0.427372E+02   0.284062E-07   0.286530E-04   0.124943E-05
   378   0.186970E+04   0.205467E+02   0.000000E+00   0.408725E+02   0.283062E-07   0.283567E-04   0.124905E-05
   379   0.185636E+04   0.206096E+02   0.000000E+00   0.390002E+02   0.282067E-07   0.280616E-04   0.124880E-05
   380   0.184345E+04   0.206688E+02   0.000000E+00   0.371209E+02   0.281077E-07   0.277674E-04   0.124871E-05
   381   0.183097E+04   0.207243E+02   0.000000E+00   0.352352E+02   0.280091E-07   0.274741E-04   0.124878E-05
   382   0.181893E+04   0.207759E+02   0.000000E+00   0.333439E+02   0.279110E-07   0.271816E-04   0.124903E-05
   383   0.180733E+04   0.208239E+02   0.000000E+00   0.314479E+02   0.278134E-07   0.268897E-04   0.124948E-05
   384   0.179616E+04   0.208680E+02   0.000000E+00   0.295480E+02   0.277163E-07   0.265984E-04   0.125014E-05
   385   0.178541E+04   0.209083E+02   0.000000E+00   0.276449E+02   0.276196E-07   0.263076E-04   0.125102E-05
   386   0.177510E+04   0.209449E+02   0.000000E+00   0.257395E+02   0.275233E-07   0.260172E-04   0.125215E-05
   387   0.176523E+04   0.209777E+02   0.000000E+00   0.238325E+02   0.274275E-07   0.257271E-04   0.125353E-05
   388   0.175578E+04   0.210067E+02   0.000000E+00   0.219249E+02   0.273322E-07   0.254371E-04   0.125519E-05
   389   0.174675E+04   0.210319E+02   0.000000E+00   0.200174E+02   0.272373E-07   0.251472E-04   0.125713E-05
   390   0.173816E+04   0.210533E+02   0.000000E+00   0.181109E+02   0.271428E-07   0.248573E-04   0.125937E-05
   391   0.173000E+04   0.210709E+02   0.000000E+00   0.162060E+02   0.270488E-07   0.245674E-04   0.126194E-05
   392   0.172225E+04   0.210846E+02   0.000000E+00   0.143036E+02   0.269552E-07   0.242771E-04   0.126483E-05
   393   0.171492E+04   0.210945E+02   0.000000E+00   0.124043E+02   0.268621E-07   0.239866E-04   0.126807E-05
   394   0.170802E+04   0.211005E+02   0.000000E+00   0.105090E+02   0.267693E-07   0.236957E-04   0.127168E-05
   395   0.170152E+04   0.211026E+02   0.000000E+00   0.861852E+01   0.266770E-07   0.234043E-04   0.127566E-05
   396   0.169544E+04   0.211008E+02   0.000000E+00   0.673348E+01   0.265852E-07   0.231123E-04   0.128004E-05
   397   0.168977E+04   0.210951E+02   0.000000E+00   0.485471E+01   0.264937E-07   0.228195E-04   0.128482E-05
   398   0.168451E+04   0.210855E+02   0.000000E+00   0.298293E+01   0.264027E-07   0.225260E-04   0.129003E-05
   399   0.167966E+04   0.210720E+02   0.000000E+00   0.111889E+01   0.263120E-07   0.222315E-04   0.129568E-05
   400   0.167521E+04   0.210546E+02   0.000000E+00  -0.736666E+00   0.262218E-07   0.219361E-04   0.130178E-05
   401   0.167117E+04   0.210334E+02   0.000000E+00  -0.258299E+01   0.261320E-07   0.216396E-04   0.130834E-05
   402   0.166753E+04   0.210082E+02   0.000000E+00  -0.441934E+01   0.260426E-07   0.213421E-04   0.131535E-05
   403   0.166429E+04   0.209792E+02   0.000000E+00  -0.624496E+01   0.259536E-07   0.210438E-04   0.132277E-05
