#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   848   0.238355E+04  -0.349358E+01   0.893546E-05  -0.349358E+01   0.116899E+02  -0.615399E-07   0.893546E-05  -0.615399E-07   0.792503E-08
   849   0.237692E+04  -0.170669E+01   0.889262E-05  -0.170669E+01   0.117758E+02  -0.519749E-07   0.889262E-05  -0.519749E-07   0.790862E-08
   850   0.237009E+04   0.669607E-01   0.884955E-05   0.669607E-01   0.118680E+02  -0.424269E-07   0.884955E-05  -0.424269E-07   0.789226E-08
   851   0.236308E+04   0.182685E+01   0.880627E-05   0.182685E+01   0.119664E+02  -0.328965E-07   0.880627E-05  -0.328965E-07   0.787595E-08
   852   0.235589E+04   0.357247E+01   0.876277E-05   0.357247E+01   0.120708E+02  -0.233848E-07   0.876277E-05  -0.233848E-07   0.785968E-08
   853   0.234852E+04   0.530333E+01   0.871906E-05   0.530333E+01   0.121813E+02  -0.138932E-07   0.871906E-05  -0.138932E-07   0.784346E-08
   854   0.234097E+04   0.701891E+01   0.867514E-05   0.701891E+01   0.122977E+02  -0.442296E-08   0.867514E-05  -0.442296E-08   0.782728E-08
   855   0.233326E+04   0.871871E+01   0.863100E-05   0.871871E+01   0.124199E+02   0.502468E-08   0.863100E-05   0.502468E-08   0.781115E-08
   856   0.232538E+04   0.104023E+02   0.858667E-05   0.104023E+02   0.125479E+02   0.144484E-07   0.858667E-05   0.144484E-07   0.779506E-08
   857   0.231735E+04   0.120691E+02   0.854213E-05   0.120691E+02   0.126814E+02   0.238470E-07   0.854213E-05   0.238470E-07   0.777902E-08
   858   0.230917E+04   0.137186E+02   0.849740E-05   0.137186E+02   0.128205E+02   0.332191E-07   0.849740E-05   0.332191E-07   0.776302E-08
   859   0.230084E+04   0.153499E+02   0.845247E-05   0.153499E+02   0.129652E+02   0.425634E-07   0.845247E-05   0.425634E-07   0.774707E-08
   860   0.229237E+04   0.169623E+02   0.840735E-05   0.169623E+02   0.131154E+02   0.518787E-07   0.840735E-05   0.518787E-07   0.773117E-08
   861   0.228374E+04   0.185549E+02   0.836204E-05   0.185549E+02   0.132710E+02   0.611637E-07   0.836204E-05   0.611637E-07   0.771530E-08
   862   0.227497E+04   0.201268E+02   0.831655E-05   0.201268E+02   0.134321E+02   0.704171E-07   0.831655E-05   0.704171E-07   0.769949E-08
   863   0.226606E+04   0.216771E+02   0.827087E-05   0.216771E+02   0.135988E+02   0.796377E-07   0.827087E-05   0.796377E-07   0.768371E-08
   864   0.225701E+04   0.232050E+02   0.822502E-05   0.232050E+02   0.137708E+02   0.888240E-07   0.822502E-05   0.888240E-07   0.766798E-08
   865   0.224781E+04   0.247098E+02   0.817898E-05   0.247098E+02   0.139484E+02   0.979750E-07   0.817898E-05   0.979750E-07   0.765230E-08
   866   0.223849E+04   0.261911E+02   0.813278E-05   0.261911E+02   0.141312E+02   0.107089E-06   0.813278E-05   0.107089E-06   0.763666E-08
   867   0.222902E+04   0.276489E+02   0.808640E-05   0.276489E+02   0.143194E+02   0.116165E-06   0.808640E-05   0.116165E-06   0.762106E-08
   868   0.221941E+04   0.290828E+02   0.803986E-05   0.290828E+02   0.145127E+02   0.125202E-06   0.803986E-05   0.125202E-06   0.760550E-08
   869   0.220968E+04   0.304929E+02   0.799315E-05   0.304929E+02   0.147111E+02   0.134199E-06   0.799315E-05   0.134199E-06   0.758999E-08
   870   0.219980E+04   0.318790E+02   0.794628E-05   0.318790E+02   0.149146E+02   0.143153E-06   0.794628E-05   0.143153E-06   0.757452E-08
   871   0.218980E+04   0.332408E+02   0.789925E-05   0.332408E+02   0.151229E+02   0.152064E-06   0.789925E-05   0.152064E-06   0.755910E-08
   872   0.217968E+04   0.345782E+02   0.785207E-05   0.345782E+02   0.153360E+02   0.160931E-06   0.785207E-05   0.160931E-06   0.754371E-08
   873   0.216942E+04   0.358907E+02   0.780473E-05   0.358907E+02   0.155538E+02   0.169753E-06   0.780473E-05   0.169753E-06   0.752837E-08
   874   0.215906E+04   0.371778E+02   0.775725E-05   0.371778E+02   0.157762E+02   0.178527E-06   0.775725E-05   0.178527E-06   0.751308E-08
   875   0.214857E+04   0.384388E+02   0.770962E-05   0.384388E+02   0.160032E+02   0.187253E-06   0.770962E-05   0.187253E-06   0.749782E-08
   876   0.213798E+04   0.396733E+02   0.766185E-05   0.396733E+02   0.162345E+02   0.195929E-06   0.766185E-05   0.195929E-06   0.748261E-08
   877   0.212728E+04   0.408805E+02   0.761394E-05   0.408805E+02   0.164700E+02   0.204555E-06   0.761394E-05   0.204555E-06   0.746743E-08
   878   0.211649E+04   0.420602E+02   0.756589E-05   0.420602E+02   0.167097E+02   0.213128E-06   0.756589E-05   0.213128E-06   0.745230E-08
   879   0.210560E+04   0.432116E+02   0.751771E-05   0.432116E+02   0.169534E+02   0.221649E-06   0.751771E-05   0.221649E-06   0.743722E-08
   880   0.209463E+04   0.443343E+02   0.746940E-05   0.443343E+02   0.172011E+02   0.230114E-06   0.746940E-05   0.230114E-06   0.742217E-08
   881   0.208356E+04   0.454278E+02   0.742096E-05   0.454278E+02   0.174527E+02   0.238524E-06   0.742096E-05   0.238524E-06   0.740716E-08
   882   0.207241E+04   0.464917E+02   0.737239E-05   0.464917E+02   0.177081E+02   0.246876E-06   0.737239E-05   0.246876E-06   0.739220E-08
   883   0.206117E+04   0.475254E+02   0.732371E-05   0.475254E+02   0.179672E+02   0.255169E-06   0.732371E-05   0.255169E-06   0.737728E-08
   884   0.204985E+04   0.485285E+02   0.727490E-05   0.485285E+02   0.182300E+02   0.263403E-06   0.727490E-05   0.263403E-06   0.736239E-08
   885   0.203845E+04   0.495004E+02   0.722598E-05   0.495004E+02   0.184964E+02   0.271576E-06   0.722598E-05   0.271576E-06   0.734755E-08
   886   0.202697E+04   0.504408E+02   0.717695E-05   0.504408E+02   0.187663E+02   0.279687E-06   0.717695E-05   0.279687E-06   0.733275E-08
   887   0.201541E+04   0.513496E+02   0.712781E-05   0.513496E+02   0.190396E+02   0.287733E-06   0.712781E-05   0.287733E-06   0.731799E-08
   888   0.200378E+04   0.522266E+02   0.707857E-05   0.522266E+02   0.193162E+02   0.295715E-06   0.707857E-05   0.295715E-06   0.730327E-08
   889   0.199207E+04   0.530720E+02   0.702922E-05   0.530720E+02   0.195959E+02   0.303631E-06   0.702922E-05   0.303631E-06   0.728858E-08
   890   0.198030E+04   0.538855E+02   0.697977E-05   0.538855E+02   0.198787E+02   0.311479E-06   0.697977E-05   0.311479E-06   0.727394E-08
   891   0.196847E+04   0.546673E+02   0.693022E-05   0.546673E+02   0.201644E+02   0.319259E-06   0.693022E-05   0.319259E-06   0.725934E-08
   892   0.195658E+04   0.554171E+02   0.688058E-05   0.554171E+02   0.204529E+02   0.326968E-06   0.688058E-05   0.326968E-06   0.724478E-08
   893   0.194463E+04   0.561351E+02   0.683085E-05   0.561351E+02   0.207442E+02   0.334606E-06   0.683085E-05   0.334606E-06   0.723026E-08
   894   0.193264E+04   0.568210E+02   0.678104E-05   0.568210E+02   0.210379E+02   0.342171E-06   0.678104E-05   0.342171E-06   0.721577E-08
   895   0.192059E+04   0.574747E+02   0.673113E-05   0.574747E+02   0.213341E+02   0.349663E-06   0.673113E-05   0.349663E-06   0.720133E-08
   896   0.190850E+04   0.580962E+02   0.668115E-05   0.580962E+02   0.216326E+02   0.357079E-06   0.668115E-05   0.357079E-06   0.718692E-08
   897   0.189636E+04   0.586852E+02   0.663109E-05   0.586852E+02   0.219332E+02   0.364419E-06   0.663109E-05   0.364419E-06   0.717255E-08
   898   0.188419E+04   0.592416E+02   0.658095E-05   0.592416E+02   0.222358E+02   0.371681E-06   0.658095E-05   0.371681E-06   0.715822E-08
   899   0.187199E+04   0.597654E+02   0.653074E-05   0.597654E+02   0.225402E+02   0.378864E-06   0.653074E-05   0.378864E-06   0.714393E-08
   900   0.185976E+04   0.602563E+02   0.648046E-05   0.602563E+02   0.228464E+02   0.385966E-06   0.648046E-05   0.385966E-06   0.712968E-08
   901   0.184750E+04   0.607142E+02   0.643012E-05   0.607142E+02   0.231542E+02   0.392987E-06   0.643012E-05   0.392987E-06   0.711547E-08
   902   0.183522E+04   0.611392E+02   0.637971E-05   0.611392E+02   0.234634E+02   0.399927E-06   0.637971E-05   0.399927E-06   0.710129E-08
   903   0.182293E+04   0.615309E+02   0.632925E-05   0.615309E+02   0.237740E+02   0.406785E-06   0.632925E-05   0.406785E-06   0.708715E-08
   904   0.181062E+04   0.618894E+02   0.627874E-05   0.618894E+02   0.240858E+02   0.413561E-06   0.627874E-05   0.413561E-06   0.707305E-08
   905   0.179831E+04   0.622144E+02   0.622817E-05   0.622144E+02   0.243987E+02   0.420256E-06   0.622817E-05   0.420256E-06   0.705899E-08
   906   0.178598E+04   0.625058E+02   0.617757E-05   0.625058E+02   0.247127E+02   0.426869E-06   0.617757E-05   0.426869E-06   0.704496E-08
   907   0.177367E+04   0.627635E+02   0.612693E-05   0.627635E+02   0.250274E+02   0.433400E-06   0.612693E-05   0.433400E-06   0.703097E-08
   908   0.176135E+04   0.629877E+02   0.607626E-05   0.629877E+02   0.253429E+02   0.439849E-06   0.607626E-05   0.439849E-06   0.701702E-08
   909   0.174903E+04   0.631781E+02   0.602556E-05   0.631781E+02   0.256591E+02   0.446217E-06   0.602556E-05   0.446217E-06   0.700311E-08
   910   0.173672E+04   0.633350E+02   0.597483E-05   0.633350E+02   0.259758E+02   0.452502E-06   0.597483E-05   0.452502E-06   0.698923E-08
   911   0.172443E+04   0.634584E+02   0.592409E-05   0.634584E+02   0.262928E+02   0.458706E-06   0.592409E-05   0.458706E-06   0.697539E-08
   912   0.171216E+04   0.635483E+02   0.587334E-05   0.635483E+02   0.266102E+02   0.464828E-06   0.587334E-05   0.464828E-06   0.696158E-08
   913   0.169990E+04   0.636048E+02   0.582257E-05   0.636048E+02   0.269277E+02   0.470868E-06   0.582257E-05   0.470868E-06   0.694782E-08
   914   0.168767E+04   0.636279E+02   0.577180E-05   0.636279E+02   0.272453E+02   0.476827E-06   0.577180E-05   0.476827E-06   0.693408E-08
   915   0.167546E+04   0.636177E+02   0.572104E-05   0.636177E+02   0.275628E+02   0.482703E-06   0.572104E-05   0.482703E-06   0.692039E-08
   916   0.166328E+04   0.635743E+02   0.567028E-05   0.635743E+02   0.278801E+02   0.488497E-06   0.567028E-05   0.488497E-06   0.690673E-08
   917   0.165113E+04   0.634978E+02   0.561953E-05   0.634978E+02   0.281970E+02   0.494209E-06   0.561953E-05   0.494209E-06   0.689311E-08
   918   0.163901E+04   0.633884E+02   0.556879E-05   0.633884E+02   0.285135E+02   0.499840E-06   0.556879E-05   0.499840E-06   0.687952E-08
   919   0.162692E+04   0.632461E+02   0.551808E-05   0.632461E+02   0.288294E+02   0.505388E-06   0.551808E-05   0.505388E-06   0.686597E-08
   920   0.161489E+04   0.630710E+02   0.546739E-05   0.630710E+02   0.291445E+02   0.510854E-06   0.546739E-05   0.510854E-06   0.685246E-08
   921   0.160288E+04   0.628633E+02   0.541673E-05   0.628633E+02   0.294586E+02   0.516238E-06   0.541673E-05   0.516238E-06   0.683898E-08
   922   0.159093E+04   0.626234E+02   0.536611E-05   0.626234E+02   0.297718E+02   0.521540E-06   0.536611E-05   0.521540E-06   0.682553E-08
   923   0.157903E+04   0.623513E+02   0.531552E-05   0.623513E+02   0.300839E+02   0.526760E-06   0.531552E-05   0.526760E-06   0.681213E-08
   924   0.156717E+04   0.620476E+02   0.526498E-05   0.620476E+02   0.303948E+02   0.531897E-06   0.526498E-05   0.531897E-06   0.679875E-08
   925   0.155538E+04   0.617124E+02   0.521449E-05   0.617124E+02   0.307042E+02   0.536953E-06   0.521449E-05   0.536953E-06   0.678542E-08
   926   0.154364E+04   0.613462E+02   0.516406E-05   0.613462E+02   0.310122E+02   0.541926E-06   0.516406E-05   0.541926E-06   0.677211E-08
   927   0.153196E+04   0.609492E+02   0.511368E-05   0.609492E+02   0.313185E+02   0.546817E-06   0.511368E-05   0.546817E-06   0.675885E-08
   928   0.152036E+04   0.605218E+02   0.506336E-05   0.605218E+02   0.316232E+02   0.551626E-06   0.506336E-05   0.551626E-06   0.674561E-08
   929   0.150883E+04   0.600642E+02   0.501312E-05   0.600642E+02   0.319260E+02   0.556352E-06   0.501312E-05   0.556352E-06   0.673241E-08
   930   0.149737E+04   0.595767E+02   0.496294E-05   0.595767E+02   0.322268E+02   0.560996E-06   0.496294E-05   0.560996E-06   0.671925E-08
   931   0.148597E+04   0.590595E+02   0.491285E-05   0.590595E+02   0.325255E+02   0.565558E-06   0.491285E-05   0.565558E-06   0.670612E-08
   932   0.147467E+04   0.585129E+02   0.486284E-05   0.585129E+02   0.328219E+02   0.570037E-06   0.486284E-05   0.570037E-06   0.669303E-08
   933   0.146344E+04   0.579372E+02   0.481291E-05   0.579372E+02   0.331161E+02   0.574434E-06   0.481291E-05   0.574434E-06   0.667997E-08
   934   0.145229E+04   0.573325E+02   0.476308E-05   0.573325E+02   0.334077E+02   0.578749E-06   0.476308E-05   0.578749E-06   0.666694E-08
   935   0.144124E+04   0.566991E+02   0.471335E-05   0.566991E+02   0.336967E+02   0.582981E-06   0.471335E-05   0.582981E-06   0.665395E-08
   936   0.143026E+04   0.560375E+02   0.466371E-05   0.560375E+02   0.339829E+02   0.587131E-06   0.466371E-05   0.587131E-06   0.664099E-08
   937   0.141938E+04   0.553480E+02   0.461419E-05   0.553480E+02   0.342662E+02   0.591198E-06   0.461419E-05   0.591198E-06   0.662806E-08
   938   0.140859E+04   0.546308E+02   0.456477E-05   0.546308E+02   0.345467E+02   0.595183E-06   0.456477E-05   0.595183E-06   0.661517E-08
   939   0.139790E+04   0.538865E+02   0.451547E-05   0.538865E+02   0.348240E+02   0.599085E-06   0.451547E-05   0.599085E-06   0.660231E-08
   940   0.138730E+04   0.531153E+02   0.446630E-05   0.531153E+02   0.350980E+02   0.602905E-06   0.446630E-05   0.602905E-06   0.658949E-08
   941   0.137681E+04   0.523176E+02   0.441725E-05   0.523176E+02   0.353688E+02   0.606642E-06   0.441725E-05   0.606642E-06   0.657670E-08
   942   0.136641E+04   0.514938E+02   0.436833E-05   0.514938E+02   0.356362E+02   0.610296E-06   0.436833E-05   0.610296E-06   0.656394E-08
   943   0.135613E+04   0.506442E+02   0.431954E-05   0.506442E+02   0.358999E+02   0.613868E-06   0.431954E-05   0.613868E-06   0.655121E-08
   944   0.134595E+04   0.497695E+02   0.427090E-05   0.497695E+02   0.361601E+02   0.617357E-06   0.427090E-05   0.617357E-06   0.653852E-08
   945   0.133588E+04   0.488700E+02   0.422240E-05   0.488700E+02   0.364165E+02   0.620764E-06   0.422240E-05   0.620764E-06   0.652586E-08
   946   0.132592E+04   0.479462E+02   0.417405E-05   0.479462E+02   0.366691E+02   0.624088E-06   0.417405E-05   0.624088E-06   0.651324E-08
   947   0.131608E+04   0.469985E+02   0.412586E-05   0.469985E+02   0.369177E+02   0.627329E-06   0.412586E-05   0.627329E-06   0.650064E-08
   948   0.130635E+04   0.460275E+02   0.407782E-05   0.460275E+02   0.371623E+02   0.630487E-06   0.407782E-05   0.630487E-06   0.648808E-08
   949   0.129673E+04   0.450334E+02   0.402995E-05   0.450334E+02   0.374028E+02   0.633563E-06   0.402995E-05   0.633563E-06   0.647555E-08
   950   0.128725E+04   0.440170E+02   0.398225E-05   0.440170E+02   0.376391E+02   0.636555E-06   0.398225E-05   0.636555E-06   0.646305E-08
   951   0.127788E+04   0.429784E+02   0.393473E-05   0.429784E+02   0.378711E+02   0.639465E-06   0.393473E-05   0.639465E-06   0.645059E-08
   952   0.126863E+04   0.419184E+02   0.388737E-05   0.419184E+02   0.380986E+02   0.642293E-06   0.388737E-05   0.642293E-06   0.643815E-08
   953   0.125951E+04   0.408372E+02   0.384020E-05   0.408372E+02   0.383216E+02   0.645038E-06   0.384020E-05   0.645038E-06   0.642575E-08
   954   0.125052E+04   0.397353E+02   0.379321E-05   0.397353E+02   0.385400E+02   0.647702E-06   0.379321E-05   0.647702E-06   0.641338E-08
   955   0.124165E+04   0.386133E+02   0.374641E-05   0.386133E+02   0.387537E+02   0.650285E-06   0.374641E-05   0.650285E-06   0.640105E-08
   956   0.123292E+04   0.374716E+02   0.369979E-05   0.374716E+02   0.389625E+02   0.652787E-06   0.369979E-05   0.652787E-06   0.638874E-08
   957   0.122432E+04   0.363106E+02   0.365335E-05   0.363106E+02   0.391664E+02   0.655208E-06   0.365335E-05   0.655208E-06   0.637646E-08
   958   0.121584E+04   0.351312E+02   0.360711E-05   0.351312E+02   0.393655E+02   0.657549E-06   0.360711E-05   0.657549E-06   0.636422E-08
   959   0.120751E+04   0.339340E+02   0.356106E-05   0.339340E+02   0.395594E+02   0.659810E-06   0.356106E-05   0.659810E-06   0.635201E-08
   960   0.119931E+04   0.327195E+02   0.351521E-05   0.327195E+02   0.397484E+02   0.661993E-06   0.351521E-05   0.661993E-06   0.633983E-08
   961   0.119125E+04   0.314883E+02   0.346956E-05   0.314883E+02   0.399322E+02   0.664096E-06   0.346956E-05   0.664096E-06   0.632768E-08
   962   0.118333E+04   0.302411E+02   0.342410E-05   0.302411E+02   0.401109E+02   0.666120E-06   0.342410E-05   0.666120E-06   0.631556E-08
   963   0.117556E+04   0.289786E+02   0.337885E-05   0.289786E+02   0.402844E+02   0.668067E-06   0.337885E-05   0.668067E-06   0.630347E-08
   964   0.116793E+04   0.277011E+02   0.333380E-05   0.277011E+02   0.404525E+02   0.669936E-06   0.333380E-05   0.669936E-06   0.629142E-08
   965   0.116044E+04   0.264094E+02   0.328896E-05   0.264094E+02   0.406154E+02   0.671727E-06   0.328896E-05   0.671727E-06   0.627939E-08
   966   0.115309E+04   0.251038E+02   0.324434E-05   0.251038E+02   0.407728E+02   0.673441E-06   0.324434E-05   0.673441E-06   0.626740E-08
   967   0.114589E+04   0.237850E+02   0.319992E-05   0.237850E+02   0.409246E+02   0.675079E-06   0.319992E-05   0.675079E-06   0.625543E-08
   968   0.113884E+04   0.224535E+02   0.315572E-05   0.224535E+02   0.410710E+02   0.676641E-06   0.315572E-05   0.676641E-06   0.624350E-08
   969   0.113193E+04   0.211099E+02   0.311173E-05   0.211099E+02   0.412116E+02   0.678126E-06   0.311173E-05   0.678126E-06   0.623160E-08
   970   0.112518E+04   0.197546E+02   0.306797E-05   0.197546E+02   0.413465E+02   0.679537E-06   0.306797E-05   0.679537E-06   0.621972E-08
   971   0.111857E+04   0.183883E+02   0.302442E-05   0.183883E+02   0.414757E+02   0.680872E-06   0.302442E-05   0.680872E-06   0.620788E-08
   972   0.111210E+04   0.170116E+02   0.298110E-05   0.170116E+02   0.415991E+02   0.682133E-06   0.298110E-05   0.682133E-06   0.619607E-08
   973   0.110579E+04   0.156251E+02   0.293801E-05   0.156251E+02   0.417166E+02   0.683319E-06   0.293801E-05   0.683319E-06   0.618429E-08
   974   0.109964E+04   0.142294E+02   0.289515E-05   0.142294E+02   0.418283E+02   0.684432E-06   0.289515E-05   0.684432E-06   0.617253E-08
   975   0.109362E+04   0.128251E+02   0.285251E-05   0.128251E+02   0.419339E+02   0.685471E-06   0.285251E-05   0.685471E-06   0.616081E-08
   976   0.108776E+04   0.114127E+02   0.281012E-05   0.114127E+02   0.420338E+02   0.686437E-06   0.281012E-05   0.686437E-06   0.614912E-08
   977   0.108206E+04   0.999308E+01   0.276795E-05   0.999308E+01   0.421275E+02   0.687330E-06   0.276795E-05   0.687330E-06   0.613745E-08
   978   0.107650E+04   0.856656E+01   0.272603E-05   0.856656E+01   0.422153E+02   0.688151E-06   0.272603E-05   0.688151E-06   0.612582E-08
   979   0.107110E+04   0.713382E+01   0.268435E-05   0.713382E+01   0.422971E+02   0.688900E-06   0.268435E-05   0.688900E-06   0.611422E-08
   980   0.106585E+04   0.569543E+01   0.264291E-05   0.569543E+01   0.423727E+02   0.689578E-06   0.264291E-05   0.689578E-06   0.610264E-08
   981   0.106076E+04   0.425194E+01   0.260171E-05   0.425194E+01   0.424423E+02   0.690184E-06   0.260171E-05   0.690184E-06   0.609110E-08
   982   0.105581E+04   0.280394E+01   0.256077E-05   0.280394E+01   0.425058E+02   0.690720E-06   0.256077E-05   0.690720E-06   0.607958E-08
   983   0.105101E+04   0.135199E+01   0.252007E-05   0.135199E+01   0.425633E+02   0.691185E-06   0.252007E-05   0.691185E-06   0.606810E-08
   984   0.104637E+04  -0.103347E+00   0.247963E-05  -0.103347E+00   0.426147E+02   0.691581E-06   0.247963E-05   0.691581E-06   0.605664E-08
   985   0.104188E+04  -0.156154E+01   0.243944E-05  -0.156154E+01   0.426598E+02   0.691906E-06   0.243944E-05   0.691906E-06   0.604521E-08
   986   0.103754E+04  -0.302209E+01   0.239951E-05  -0.302209E+01   0.426988E+02   0.692163E-06   0.239951E-05   0.692163E-06   0.603381E-08
   987   0.103336E+04  -0.448447E+01   0.235984E-05  -0.448447E+01   0.427317E+02   0.692351E-06   0.235984E-05   0.692351E-06   0.602244E-08
   988   0.102933E+04  -0.594820E+01   0.232044E-05  -0.594820E+01   0.427582E+02   0.692470E-06   0.232044E-05   0.692470E-06   0.601110E-08
